人 士
杉 杉木
冷杉 枞
桧 刺柏
毛白杨 响杨
柳 杨柳
河柳 旱柳
雪柳 稻树
蒲柳 水杨
红柳 三春柳
梧桐 梧
悬铃木 法国梧桐
香橼 枸橼
苏铁 铁树
椴树 河北杨
椴 菩提树
栗 板栗
楮 构
栎 柞树
槲栎 槲寄生
檀 青檀
棕榈 棕树
三角枫 桠枫
枫 枫树
降香 木香
棠梨 棠
山桐子 椅
珙桐 空桐树
棘 酸枣树
洋槐 刺槐
泡桐 桐
枳 枸橘
荆 荆棘
橡胶树 橡
樟 樟木
杨树 小叶杨
翠柏丛 古柏
榕树 高山榕
灌木 灌木丛
榆树 榔榆
娑罗树 娑罗双树
桦树 白桦树
槐树 国槐
柳杉 南洋杉
常青树 长青树
椰林 椰树林
果木林 果林
幽林 林莽
栀 金栀
乔木 灌木
行道树 伴生树
落叶树 针叶树
混交林 幼林
防护林 防风林
生态林 天然林
用途林 纪念林
栗树 黄桷树
棕榈林 白桦林
竹子 竹
毛竹 南竹
观音竹 凤凰竹
紫竹 黑竹
斑竹 湘妃竹
箬竹 箬
竹篾 篾青
竹笋 毛笋
淡竹 凤尾竹
花 葩
牡丹 国花
菊花 菊
荷花 荷
兰花 兰
珠兰 金粟兰
睡莲 子午莲
唐菖蒲 剑兰
梅花 梅
紫薇 满堂红
木兰 木笔
木芙蓉 木莲
山茶 茶花
合欢 马缨花
仙人球 仙人掌
腊梅 黄梅
朱槿 扶桑
杜鹃 映山红
月季 月月红
丁香 紫丁香
蔷薇 野蔷薇
凤仙花 指甲花
水仙花 凌波仙子
凌霄花 紫葳
紫茉莉 草茉莉
牵牛 喇叭花
翠菊 江西腊
大丽花 西番莲
油菜花 黄花
紫藤 藤萝
三色堇 蝴蝶花
天竺葵 洋绣球
百合花 百合
茉莉 茉莉花
鲜花丛 花海
山丹丹花 山丹
郁金 郁金香
香菊片 紫荆花
市花 光荣花
令箭荷花 马蹄莲
金菊 山菊
白兰花 玉兰
花卉 花草
奇花异卉 名花异草
草 荐
草丛 草莽
杂草 荒草
蓬 飞蓬
茅 白茅
蒿子 蒿
沿阶草 绣墩草
鹅观草 鹅冠草
青蒿 香蒿
藜 莱
浮萍 水萍
爬墙虎 爬山虎
草木犀 柴草
薄荷 毒麦
藻 海藻
海带 昆布
江蓠 鹿角菜
地衣 芽孢
苔 青苔
蕈 菌
银耳 白木耳
灵芝 紫芝
香菇 香蕈
蘑菇 口蘑
黑木耳 木耳
松蕈 羊肚蕈
五谷 庄稼
稻 稻子
旱稻 陆稻
麦 麦子
小麦 麦
大麦 春大麦
冬麦 冬小麦
春麦 春小麦
元麦 青稞
玉米 玉蜀黍
谷子 谷
黍子 黍
高粱 秫
糜子 糜
芡 鸡头
早稻 中稻
粳稻 籼稻
燕麦 荞麦
小站稻 早籼稻
麦麸 麦芒
蔬菜 菜蔬
青菜 小白菜
白菜 大白菜
包心菜 卷心菜
球茎甘蓝 苤蓝
芥菜 芥
花椰菜 花菜
油菜 菜
韭菜 韭
葱 大葱
洋葱 葱头
大葱 莞
大蒜 蒜
香菜 芫荽
宝塔菜 草石蚕
巢菜 野豌豆
金针菜 黄花菜
金花菜 黄花苜蓿
叶甜菜 牛皮菜
银条菜 银根菜
香椿 香椿头
萝卜 莱菔
胡萝卜 红萝卜
芜菁 蔓菁
茭白 菰
莴苣 莴笋
芦笋 石刁柏
辣椒 辣子
番茄 西红柿
南瓜 番瓜
黄瓜 胡瓜
菜瓜 越瓜
豆 豆子
大豆 毛豆
蚕豆 胡豆
赤豆 赤小豆
红豆 相思子
豆荚 豆角儿
菜豆 芸豆
芋 芋艿
薯 芋
甘薯 番薯
马铃薯 土豆
豆薯 地瓜
菊芋 洋姜
慈姑 茨菰
藕 莲菜
大棚菜 棚菜
杂豆 茴香豆
莼菜 山野菜
葫芦 笋瓜
干菜 玉兰片
水果 果品
瓜果 瓜
柚 柚子
橘 橘子
柑 柑子
橙 橙子
荔枝 丹荔
石榴 榴
樱桃 樱
橄榄 青果
橄榄 洋橄榄
枣子 枣
黑枣 软枣
苹果 苹
梨 梨子
草莓 草果
菠萝蜜 凤梨
椰 椰子
杏 杏子
李 李子
猕猴桃 羊桃
五敛子 羊桃
番木瓜 木瓜
葡萄 葡
核桃 胡桃
山核桃 小胡桃
榧 香榧
桃 桃子
蟠桃 扁桃
椰枣 海枣
桂圆 龙眼
柿 柿子
香蕉 甘蕉
花红 沙果
草果 草豆蔻
肉豆蔻 肉果
银杏 白果
榛 榛子
杜梨 棠梨
栗子 栗
甜瓜 香瓜
甜枣 蜜枣
沙田柚 蜜柚
酸枣 乌枣
水蜜桃 寿桃
醋栗 毛栗
白梨 香水梨
海棠 榴莲果
西瓜 无籽西瓜
药草 药材
川芎 当归
萝芙木 蛇根草
大蓟 蓟
龙牙草 仙鹤草
木豆 豆蓉
乌梅 酸梅
南天竹 天竹
贝母 川贝
肉苁蓉 苁蓉
苁蓉 列当
生地 生地黄
熟地 熟地黄
麦门冬 麦冬
蒺藜 茨
人参 参
酒花 啤酒花
鱼腥草 蕺
忍冬 金银花
马齿苋 长寿菜
川军 大黄
芸香 芸
高根 古柯
钩吻 野葛
茱萸 山茱萸
肉桂 桂
枸杞 枸杞子
板蓝根 柴胡
经济作物 技术作物
落花生 花生
芝麻 麻
向日葵 葵花
蓖麻 大麻子
油瓜 油渣果
油棕 油椰子
白苏 荏
油桐 桐油树
桉树 桉
大茴香 八角茴香
桂皮 桂
甘蔗 蔗
甜菜 糖萝卜
海枣 枣椰
蓼蓝 蓝
茜草 茜
红花草 紫云英
苜蓿 紫花苜蓿
稗子 稗
茶 茶树
棉花 棉
木棉 红棉
桑 桑树
麻 蕉
大麻 线麻
种麻 苴麻
苘麻 青麻
罗布麻 茶叶花
马尼拉麻 蕉麻
芨芨草 枳机草
白藤 红藤
狼尾草 草
芦苇 苇
马兰 马蔺
龙须草 蓑衣草
国产棉 国棉
上棉 优质棉
白色棉 白棉
彩棉 彩色棉
棕色棉 皮辊棉
商品棉 商品粮棉
棉麻 红麻
植株 株
病株 劣株
茎 本
秆 秆子
藤 藤子
树干 树身
花茎 画轴
蒜薹 蒜苗
茬 蔸
麦茬 麦秸
直立茎 缠绕茎
麦秆 棉秆
常青藤 葡萄藤
枝 枝子
枝桠 枝杈
蘖 蘖枝
疯枝 疯杈
树梢 杪
柳丝 柳枝
果枝 叶枝
根 根子
树根 柢
主根 直根
块根 须根
芦根 山豆根
叶 叶子
枫叶 红叶
子叶 完全叶
叶脉 叶肉
槐叶 黄叶
花朵 朵儿
花蕾 蕾
筒状花 管状花
花瓣 瓣
花萼 萼片
花蕊 蕊
花苞 苞
谎花 天花
花冠 花梗
芽 胚芽
侧芽 腋芽
叶芽 叶芽儿
休眠芽 顶芽
苗 秧
母株 母本
花苗 树苗
柄 把
果实 果子
梅子 青梅
桑果 桑葚
菱角 菱
荸荠 地梨
果皮 中果皮
核 内果皮
瓤 瓤子
液果 核果
花生果 金桦果
种子 子实
仁 种仁
松仁 松子
花生米 花生仁
莲子 莲蓬子儿
油菜子 菜子
芡实 鸡头米
草籽 草种
葵花子 葵花仁
秕子 瞎子
榆钱 蕾铃
棉桃腰果仁 核桃仁
蓖麻子 白瓜子
谷种 麦种
优种 杂交种
林种 秋冬种
油茶籽 花籽
牲畜 畜
役畜 力畜
牲口 饩
子畜 幼畜
牺牲 牲
公畜 母畜
野兽 兽
猛兽 貔貅
狼獾 貂熊
海熊 腽肭兽
熊猫 猫熊
小熊猫 小猫熊
犀 犀牛
獾 狗獾
猪獾 沙獾
箭猪 豪猪
刺猬 猬
貉 貉子
豹猫 山猫
河狸 海狸鼠
紫貂 黑貂
黄鼠狼 黄鼬
猞猁 林
穿山甲 鲮鲤
蝙蝠 蝠
恐龙 鱼龙
海兽 海牛
害兽 异兽
狮 狮子
虎 老虎
幼虎 乳虎
华南虎 东北虎
豹 豹子
美洲豹 雪豹
象 大象
猛犸 毛象
狗熊 黑熊
马熊 棕熊
白熊 北极熊
树袋熊 浣熊
狼 狼群
狐 狐狸
赤狐 火狐
玄狐 银狐
白狐 北极狐
草狐 花面狸
猩猩 猩
猴子 猴
黑猩猩 大猩猩
狒狒 金丝猴
鹿 麈
麋 四不象
狍子 狍
马鹿 水鹿
梅花鹿 长颈鹿
麂 麂子
獐 獐子
骆驼 驼
单峰驼 双峰驼
马 马匹
儿马 驹
母马 骒马
骏马 高足
驽马 劣马
骢 骓
马驹子 驹子
头马 战马
驴 驴子
公驴 叫驴
骡子 骡
牛 牛群
公牛 牯牛
母牛 牛
奶牛 乳牛
耕牛 犁牛
小牛 犊
羚羊 扭角羚
水牛 黄牛
羊 羊群
公羊 羝
羊羔 羔羊
头羊 带头羊
羚羊 羚
石羊 岩羊
黄羊 盘羊
猪 猪猡
毛猪 生猪
猪仔 豚
肉猪 种猪
狗 犬
猎狗 猎犬
哈巴狗 巴儿狗
狼狗 鬣狗
警犬 军用犬
兔 兔子
野兔 野猫
獭兔 长毛兔
灵猫 野猫
鼠 老鼠
小家鼠 鼷鼠
褐家鼠 大家鼠
豚鼠 天竺鼠
鼹鼠 鼹
黄鼠 大眼贼
松鼠 灰鼠
家鼠 田鼠
野鼠 巢鼠
幼鼠 母鼠
鳄鱼 鳄
扬子鳄 猪婆龙
鲸鱼 鲸
长须鲸 抹香鲸
海豚 海猪
白鳍豚 土豚
江豚 江猪
人鱼 儒艮
蛇 长虫
蟒蛇 蟒
五步蛇 白花蛇
水蛇 青蛇
赤练蛇 蝮蛇
蛙 青蛙
蟾蜍 癞蛤蟆
牛蛙 树蛙
蜥蜴 四脚蛇
獭 水獭
海獭 海龙
禽兽 鸟兽
禽 鸟
猛禽 鸷鸟
隼 鹘
练鹊 绶带鸟
鹌鹑 鹑
猫头鹰 夜猫子
鸵鸟 鸵
大鸨 鸨
鹭 鹭鸶
鹗 鱼鹰
鸿雁 鸿
雉 野鸡
吐绶鸡 火鸡
野鸭 绿头鸭
天鹅 鹄
乌鸦 乌
燕 燕子
几维鸟 无翼鸟
鹈鹕 淘河
极乐鸟 风鸟
喜鹊 鹊
朱顶 贮点红
八哥儿 鸲鹆
鸬鹚 鱼鹰
黄鹂 黄莺
鹦鹉 鹦哥
杜鹃 布谷
戴胜 山和尚
鹁鸪 水鸪鸪
鲲鹏 鹏
飞禽 涉禽
候鸟 益鸟
白头翁 白鹇
禽畜 畜禽
鹰 老鹰
雀鹰 鹞子
秃鹫 坐山雕
雕 鹫
雀 麻雀
金丝雀 黄鸟
云雀 燕雀
鸽 鸽子
家鸽 鹁鸽
野鸽 原鸽
乳鸽 白鸽
信鸽 和平鸽
仙鹤 白鹤
灰鹤 水鹤
海鸥 海燕
鸡 家鸡
公鸡 雄鸡
母鸡 草鸡
小鸡 角雉
笋鸡 童子鸡
柴鸡 油鸡
卵用鸡 肉用鸡
锦鸡 沙鸡
鸭 鸭子
北京鸭 填鸭
鹅 菜鹅
灰鹅 狮头鹅
鱼 鲜鱼
鱼苗 鱼秧
淡水鱼 河鱼
青鱼 黑鲩
草鱼 鲩
鲫 鲫鱼
鳜 鳜鱼
鲢 白鲢
鲟 鲟鱼
鲤 鲤鱼
鳙 鳙鱼
鲥 鲥鱼
鳊 鳊鱼
乌鳢 乌鱼
鳅 泥鳅
黄鳝 鳝鱼
黄鱼 黄花鱼
乌贼 墨鱼
鳓 鳓鱼
鲳 鲳鱼
柔鱼 鱿鱼
章鱼 八带鱼
比目鱼 偏口鱼
鲨鱼 鲛
鳗鲡 鳗
大鲵 娃娃鱼
大麻哈鱼 大马哈鱼
鳕 鳘
鲚 凤尾鱼
真鲷 加级鱼
鲅 蓝点鲅
海龙 杨枝鱼
鳎 鳎目鱼
鳟 鳟鱼
鲈 鲈鱼
观赏鱼 热带鱼
带鱼 游鱼
软骨鱼 硬骨鱼
鱼虾 水族
龟 乌龟
海龟 玳瑁
白龟 阿劳龟
鳖 鼋
蟹 螃蟹
梭子蟹 蝤蛑
寄生蟹 寄居蟹
虾 虾子
对虾 明虾
青虾 长臂虾
蚌 河蚌
蛤蜊 文蛤
贻贝 壳菜
牡蛎 海蛎子
蚶子 蚶
扇贝 珍珠贝
螺 螺蛳
田螺 钉螺
海参 刺参
鲍鱼 鳆
海蜇 蜇
海百合 海胆
昆虫 虫
蛀虫 蛀
幼虫 毛蚴
蟋蟀 蛐蛐儿
蟑螂 蜚蠊
螳螂 刀螂
花媳妇 花大姐
蚯蚓 曲蟮
蝼蛄 蛞蝼
鲎虫 水鳖子
萤 萤火虫
蝉 知了
衣鱼 纸鱼
地蚕 地老虎
蛴螬 土蚕
水蛭 蛭
松毛虫 松虎
毛虫 毛毛虫
叩头虫 磕头虫
蜈蚣 蚰蜒
星毛虫 梨狗
白蜡虫 蜡虫
星虫 沙虫
黏虫 剃枝虫
钻心虫 蛀心虫
壁虎 蝎虎
蠹 蠹虫
蝎子 蝎
蜗牛 水牛儿
绦虫 寸白虫
肝蛭 肝吸虫
蛤蚧 蛏子
害虫 益虫
成虫 若虫
鞭毛虫 变形虫
蜂 蜜蜂
蜂王 母蜂
马蜂 胡蜂
雄蜂 雌蜂
树蜂 熊蜂
蚕 家蚕
蚕蚁 蚁蚕
蚕茧 茧子
樟蚕 蓖麻蚕
蝶 蝴蝶
凤蝶 粉蝶
蛾 蛾子
卷叶蛾 卷叶虫
天蛾 天蚕蛾
蜘蛛 蛛蛛
棉红蜘蛛 红蜘蛛
蝗虫 蚂蚱
蝗蝻 跳蝻
飞蝗 土蝗
螟虫 螟
大螟 二化螟
蚜虫 蚜
棉蚜 棉蚜虫
麦蚜 麦蚜虫
烟蚜 菜蚜
蚊 蚊子
库蚊 家蚊
按蚊 疟蚊
伊蚊 黑斑蚊
孑孓 跟头虫
蚊蝇 蚊虫
蝇 苍蝇
绿豆蝇 红头蝇
蚁 蚂蚁
工蚁 兵蚁
臭虫 壁虱
跳蚤 虼蚤
水蚤 鱼虫
虱 虱子
蜱 壁虱
体虱 阴虱
细菌 菌
根瘤菌 固氮菌
抗体 抗原
菌种 菌苗
布鲁氏菌 亚硝化螺菌
菌核 菌落
病菌 病原菌
病原体 病原
病毒 宏病毒
酵母菌 酵母
霉菌 霉
醭 白醭
身体 肢体
形体 形骸
全身 浑身
上体 上身
下体 下身
前身 后身
幼体 母体
尸体 尸首
尸蜡 木乃伊
尸骨 尸骸
遇难者 丧生者
逝者 女尸
头 首
白头 皓首
额 前额
头顶 颠
秃顶 光头
脑勺子 后脑勺子
额角 天灵盖
马头 牛头
脸 脸盘儿
颊 面颊
颏 下巴
腮 腮帮子
酒窝 笑靥
瓜子脸 四方脸
五官 嘴脸
脑 脑子
颅 颅脑
脑上体 松果腺
垂体 脑下垂体
大脑皮层 皮层
大脑 中脑
眼 眼睛
秋波 秋水
老视眼 老花眼
眼球 眼珠子
眼白 白眼珠
眼眶 眼圈
眦 眼角
眼里 眼底
晶状体 水晶体
虹膜 虹彩
结膜 结合膜
视网膜 网膜
瞳孔 瞳
眼角膜 泪膜
沙眼 醉眼
单眼 复眼
耳 耳朵
中耳 鼓室
内耳 迷路
外耳门 耳孔
耳垂 耳朵垂
外听道 外耳道
鼓膜 耳鼓
耳轮 耳郭
聋哑 耳聋
鼻 鼻子
酒渣鼻 酒糟鼻
鼻孔 鼻腔
牛鼻子 高鼻子
口 嘴
吻 口器
唇 嘴唇
兔唇 唇裂
嘴角 口角
舌头 舌
腭 上膛
喉 喉头
咽喉 喉咙
喉结 结喉
小舌 悬雍垂
咽 咽头
扁桃腺 扁桃体
上颌 上颚
下颌 下巴
声带 音带
颌 硬腭
血口 焰口
牙 牙齿
乳齿 奶牙
齿龈 牙龈
臼齿 大牙
智齿 智牙
门齿 门牙
犬齿 犬牙
龋齿 蛀齿
釉质 珐琅质
皓齿 獠牙
恒齿 前臼齿
颈 头颈
脖颈儿 项
肩 肩膀
胸 胸臆
胸脯 脯
胸腔 腔
怀 怀抱
心口 胸口
乳房 乳
乳头 奶头
背 背脊
马背 虎背
腰 腰眼
腹 腹部
小腹 小肚子
肚脐 脐
臀 臀部
四肢 肢
假肢 义肢
股指 一手一足
臂 胳膊
上臂 膀子
腋 胳肢窝
肘 肘子
左上臂 巨臂
手 两手
手掌 巴掌
掌心 手心
拳 拳头
腕 腕子
寸口 尺中
手指 手指头
大拇指 拇指
二拇指 食指
三拇指 中指
小拇指 小指
猪手 猪爪
腿 下肢
腹股沟 鼠蹊
大腿 股
膝 膝盖
小腿 胫
腿肚子 腓
腿腕子 脚腕子
胯 裆部
左膝 腿部
脚 脚丫子
小脚 金莲
扁平足 平足
赤脚 光脚板子
脚爪 爪子
脚趾 趾
脚跟 脚后跟
脚掌 脚板
脚面 跗面
脚背 跗
蹄子 蹄
左脚 双脚
腕足 龟足
角 犄角
鹿茸 茸
羚角 羚羊角
鹿角 犀角
触角 触须
尾 尾巴
马尾 龙尾
鳍 划水
脊鳍 背鳍
胸鳍 臀鳍
翼 翅膀
鞘翅 翅鞘
鸡翅 蝉翼
皮肤 皮
表皮 浮皮
眼皮 眼睑
头皮 真皮
单眼皮 双眼皮
肌肉 肌
横纹肌 随意肌
平滑肌 不随意肌
腱 肌腱
脂肪 脂
心肌 肋间肌
硬脂 软脂
荞麦皮 树皮
肌纤维 皮下组织
寒毛 汗毛
绒毛 绒
纤毛 毫
马鬃 鬣
羽毛 羽
毛毡 毡
鞭毛 肠绒毛
细毛 小毛
假发 须发
鸡毛 鹰爪毛儿
发 头发
黑发 乌发
小辫儿 发辫
青丝 乌云
发髻 髻
鬓 鬓角
髦 刘海
华发 宣发
胎发 胎毛
眉毛 眉
娥眉 柳眉
眉心 印堂
眉头 眉梢
睫毛 眼睫毛
胡子 胡须
络腮胡子 连鬓胡子
虬髯 银须
骨骼 骨头架子
骨 骨头
骨骺 骺
头骨 颅骨
颧骨 眉棱骨
肩胛骨 胛骨
椎骨 脊椎骨
颈椎 胸椎
脊 脊骨
胸骨 龙骨
肋骨 肋巴骨
髋骨 胯骨
髂骨 肠骨
骶骨 荐骨
股骨 髀
髌骨 髌
骨节 关节
椎间盘 腰椎
长骨 短骨
环状软骨 会厌软骨
内骨骼 外骨骼
牙关 掌骨
虎骨 人骨
肘关节 髋关节
指甲 甲
趾甲 脚指甲
甲壳 甲
贝壳 介壳
蚌壳 龟甲
鳞 鱼鳞
内脏 脏器
器官 官
五脏 五中
肝 肝脏
脾 脾脏
肾 肾脏
胰 胰腺
胆 胆囊
肫 胗
鳔 鱼鳔
感官 感觉器官
气管 呼吸道
食管 食道
输尿管 尿道
肛管 肛道
肛门 肛
鸡杂 驴肝肺
心 心脏
心包 心耳
肺 肺脏
肺叶 肺泡
胃 肚子
肠胃 胃肠
瘤胃 蜂巢胃
肠 肠子
结肠 乙状结肠
泄殖腔 幽门
生殖器 性器官
阴茎 小便
睾丸 外肾
阴部 阴户
阴道 膣
子宫颈 宫颈
龟头 会阴
输精管 输卵管
胎 胎儿
衣胞 胞衣
胚盘 胎盘
娘胎 胞胎
经络 经脉
脉 脉络
血脉 血管
毛细管 毛细血管
大动脉 主动脉
动脉弓 主动脉弓
静脉 青筋
穴道 穴位
脉搏 脉息
人中 丹田
肺静脉 冠脉
副神经 高级神经
心脑血管 心血管
韧带 蹄筋
骨髓 髓
红骨髓 黄骨髓
神经原 神经细胞
传出神经 运动神经
传入神经 感觉神经
核子 细胞核
体细胞 脑细胞
腺 腺体
淋巴腺 淋巴结
肾上腺 副肾
前列腺 摄护腺
颌下腺 舌下腺
胸膜 肋膜
横膈膜 膈
瓣膜 瓣
耳膜 浆膜
薄膜 地膜
血液 血
潜血 隐血
血淋淋 血丝乎拉
抗毒血清 抗菌血清
鲜血 热血
血丝 血泊
血清 血小板
尿血 鼻血
淋巴 淋巴液
激素 荷尔蒙
性激素 雌激素
汗 津
冷汗 虚汗
痰 饮
唾液 唾
奶水 乳汁
体液 津液
胃酸 胃液
脑浆 肠液
月经 经血
眼泪 泪液
血泪 热泪
鼻涕 涕
耳屎 耳垢
眼屎 眵
头皮屑 头皮
屎 矢
溏便 稀
大粪球 猪粪
尿 小便
精液 精
精子 精虫
卵 子
蛋 卵
鸡蛋 果儿
鸭蛋 鸭子儿
蛋黄 卵黄
蛋白 卵白
蚕卵 蚕子
禽蛋 恐龙蛋
五金 金属
铂 白金
锡 焊锡
铝 钢精
金银 金银箔
黑色金属 有色金属
镍 钬
钨 钨丝
钛 镀膜钛
金 金子
足金 赤金
开金 沙金
银 银子
铜 黄铜
紫铜 红铜
铜线 铜丝
白铜 康铜
铝型材 铝材
钢 钢铁
硅钢 矽钢
角钢 角铁
钢轨 铁轨
钢筋 钢骨
钢水 铁水
镀铬钢 铬钢
高碳钢 低碳钢
舞钢 重钢
钢花 钢砂
铁 黑金
生铁 铸铁
熟铁 锻铁
灰口铁 灰铁
磁铁 磁石
镀锌铁 铅铁
镀锡铁 马口铁
可锻铸铁 球墨铸铁
永久磁铁 电磁铁
铁砂 铁丝
铅丝 铅丹
木料 木头
枕木 道木
杉木 松木
木条 爿
软木 软硬木
石 石头
闪石 角闪石
燧石 火石
萤石 氟石
木化石 木变石
钟乳石 石钟乳
岩石 岩
磐石 盘石
礁石 礁
卵石 河卵石
矸石 矸子
石头子儿 砾
他山石 他山之石
料石 铺路石
尖石 长石
变质岩 溶岩
浮岩 砂岩
赤瓜礁 东门礁
石林 石笋
化石群 化石
土 土壤
土堆 土牛
土块 坷拉
黑土 黑钙土
黏土 埴
高岭土 陶土
表土 浮土
生土 熟土
客土 壤土
红壤 黄壤
硅藻土 铁矾土
泥 泥巴
烂泥 稀
淤泥 胶泥
沙 砂
沙包 沙丘
硼砂 金刚砂
毒砂 丹砂
风沙 黄沙
水泥 洋灰
混凝土 砼
三合土 三和土
灰浆 砂浆
石灰 白灰
熟石灰 消石灰
沥青 地沥青
石膏 生石膏
砖 砖头
碎砖 砖头
耐火砖 火砖
缸砖 玻璃砖
瓦 瓦片
小青瓦 蝴蝶瓦
瓦垄 瓦楞
琉璃瓦 石棉瓦
瓦当 滴水
板 板子
挡板 隔板
图板 画板
木板 石板
望板 隔音板
管 管子
陶管 缸管
竹管 钢管
导管 输油管
试管 滴定管
煤 煤炭
无烟煤 硬煤
焦煤 主焦煤
煤砖 蜂窝煤
褐煤 褐炭
原煤 肥煤
煤球 煤砟子
炭 木炭
草炭 草煤
泥炭 泥煤
焦炭 焦
活性炭 骨炭
煤焦 炭精
木柴 柴火
火煤 火捻
松明 明子
煤油 火油
石油 原油
轻油 重油
油类 废油
酒精 乙醇
润滑油 滑润油
凡士林 矿脂
黄油 机油
颜料 颜色
红土 铁丹
丹青 石青
蓝靛 靛青
有机染料 活性染料
槐黄 海昌蓝
油漆 漆
瓷漆 清漆
蚕丝 丝
生丝 绡
棉纱 纱
粗纱 细纱
化学纤维 化纤
锦纶 尼龙
涤纶 的确良
人造纤维 黏胶
合成纤维 锦纶
皮革 皮子
人造革 漆皮
毛皮 皮桶子
粗毛皮 滩羊皮
紫貂皮 灰鼠皮
胶 胶乳
鳔胶 鳔
石花胶 洋菜
橡胶 皮
硫化橡胶 胶皮
粘合剂 黏合剂
树胶 桃胶
黑陶 白陶
陶俑 陶马
黑瓷 青瓷
玻璃 玻
毛玻璃 磨砂玻璃
有机玻璃 不碎玻璃
钠玻璃 铅玻璃
玻璃砖 玻璃钢
玻璃纤维 玻璃丝
釉 釉料
色釉 彩釉
珍珠 真珠
佛珠 念珠
玉石 玉
宝玉 美玉
硬玉 翡翠
汉白玉 青玉
象牙 牙
金刚钻 金刚石
赛璐珞 假象牙
吡 吡啶
化学工业 电化学
搪瓷 洋瓷
电木 酚醛
泡沫塑料 海绵
肥料 肥
化学肥料 化肥
肥田粉 粒肥
